%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1317213371006079912,0,1317213371006079912,imu_link,-0.00743791078928,0.00777284078356,-0.0476392383757,0.998806669679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000321709005401,0.000366972737935,0.000163550627372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049727948786,0.000641214736326,9.80800049526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213371106235027,0,1317213371106235027,imu_link,-0.00744627737091,0.00777574644264,-0.0476396513249,0.998806565028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000348809497489,0.000251382204549,-0.000227847569977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032359488669,-0.00428160330858,9.81061569988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213371216063022,0,1317213371216063022,imu_link,-0.00743991401627,0.00775956234597,-0.0476573152002,0.998805895647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000291449191531,-7.47030354843e-05,-0.000422471198383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00397990515594,0.00243200770189,9.80953125177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213371316086053,0,1317213371316086053,imu_link,-0.00743407162215,0.00776868847513,-0.0476437966591,0.998806513144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000345614533522,0.000256597073829,0.000284138306867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000690130423474,-0.000447650210444,9.80893291789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213371416101932,0,1317213371416101932,imu_link,-0.00744283558959,0.00777460028779,-0.0477061074108,0.99880342766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000517100405847,0.000570356006355,-0.000577942725725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00319355641078,-0.0026559424251,9.80171145837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213371526132106,0,1317213371526132106,imu_link,-0.00742504644415,0.00776591118041,-0.0476638630266,0.998805644493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94569132411e-05,0.000270092560205,0.000953544734744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070625803335,-0.0036163551119,9.81351201924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213371626125097,0,1317213371626125097,imu_link,-0.00742152205379,0.00778392998691,-0.0476852104173,0.99880451148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.19461824195e-05,0.000695716532449,0.000428903074552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00260694024004,-8.52054721685e-05,9.80648776845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213371736100912,0,1317213371736100912,imu_link,-0.00742722294218,0.007742460832,-0.0477244742226,0.998802916105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.31130484489e-05,-0.000303272138391,-0.000390045813281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00489612154095,0.00059012254859,9.8071304196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213371836251974,0,1317213371836251974,imu_link,-0.0074379727842,0.00777185360533,-0.0477046684422,0.998803553989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000361830057784,0.000564877790412,0.000567547047835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000116059643567,-0.00412348754989,9.81191209856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213371936152935,0,1317213371936152935,imu_link,-0.00743050324379,0.00776144311871,-0.0476993185685,0.998803946043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43454914682e-05,6.40299552777e-05,0.000233036841747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00580079741133,0.00262998453431,9.80561814971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213372046205043,0,1317213372046205043,imu_link,-0.00744175240694,0.00775120728363,-0.0476658626593,0.998805538953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.20619951149e-05,-0.000101699015638,0.00108458670532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00183473136904,-0.00216090159666,9.8123347144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213372146200895,0,1317213372146200895,imu_link,-0.00743548126521,0.00775642955964,-0.047667862001,0.9988054497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.88634711733e-05,0.00034087968169,0.000919818995622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00576908856652,-0.000942253658911,9.80682900242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213372246145009,0,1317213372246145009,imu_link,-0.00744492309486,0.00775695406074,-0.0477412005765,0.998801872521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000340176827974,-8.81752822201e-05,-0.000824546962089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00361820263391,-0.000304776408784,9.8142651859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213372356169939,0,1317213372356169939,imu_link,-0.00741649162965,0.00776416269866,-0.0477488397133,0.998801662862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.35511700819e-05,0.000161345263441,-0.0005007795463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00380131213664,-0.000904083018481,9.80790632303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213372456202030,0,1317213372456202030,imu_link,-0.00741938573423,0.00776009027513,-0.0477223845478,0.998802937384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000181862204033,0.000130785404822,0.000604266957736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00573256381652,-0.00355519539834,9.80811184536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213372556354045,0,1317213372556354045,imu_link,-0.00740113697621,0.00773606522272,-0.0477062420437,0.998804030296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000551992175524,-0.000282126133591,0.000981782799665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00567392251705,-0.0019297096091,9.8127327225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213372666290044,0,1317213372666290044,imu_link,-0.00740812923598,0.00776125243453,-0.0477479271942,0.998801791163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51986679863e-05,0.000470347283536,-0.000584220347323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00425483751182,0.00105144466244,9.80609450851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213372766249895,0,1317213372766249895,imu_link,-0.00741141987165,0.00775873193259,-0.047725451154,0.998802860552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26919985555e-05,0.000429371182886,0.000162114228288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00321050115541,-0.0044856427384,9.80803008751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213372876189947,0,1317213372876189947,imu_link,-0.00743495214064,0.00773592012112,-0.0477369581635,0.998802312698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000467145055477,-2.14356078461e-05,-6.27920504931e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00658681480264,-0.00222686788572,9.80823614644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213372976243019,0,1317213372976243019,imu_link,-0.00740243793146,0.00772772307458,-0.0477197870625,0.998803438186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000230711437566,0.00012853711428,0.00063396081773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00191997565866,-0.00139018443854,9.81244827801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213373076550960,0,1317213373076550960,imu_link,-0.00739596016338,0.00772311060218,-0.0477458426154,0.998802276654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000462039842418,0.000270502328557,-0.000614605795852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00370667073752,-2.6636865351e-05,9.80942903666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213373186296939,0,1317213373186296939,imu_link,-0.00738764557239,0.00771920158545,-0.0477449377768,0.998802411659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000364907112887,0.00034384823383,-0.000404815791824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00579304446647,-0.00275966455052,9.80967047718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213373286268949,0,1317213373286268949,imu_link,-0.00737689703865,0.00769457268022,-0.0477337380541,0.998803216451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000448053987354,-0.000325403347466,7.43556040213e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000636615199258,1.86721216024e-05,9.80923486641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213373386317968,0,1317213373386317968,imu_link,-0.00735836251351,0.00770186942005,-0.0477562851301,0.99880221913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000675030104932,0.000285582018198,-0.000919978177499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028866155174,-0.00199009847108,9.81530889419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213373496278047,0,1317213373496278047,imu_link,-0.00735298906032,0.00770339847337,-0.0477283448982,0.998803582441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000411958348362,0.000228391282472,9.9719616671e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00232652847887,-0.00320636138505,9.80996305022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213373596365928,0,1317213373596365928,imu_link,-0.00737096046181,0.00770617041283,-0.0477167038409,0.998803984801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000237635039627,0.0004785044577,-0.000236892594897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00768378592979,-0.00295106747231,9.80651747561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213373696319103,0,1317213373696319103,imu_link,-0.00735677504621,0.00766699733019,-0.0477231301116,0.998804083825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000414064204964,-0.000443250963836,-0.00037928637717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00206509672649,-0.00321567619035,9.80986911118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213373806314945,0,1317213373806314945,imu_link,-0.00737053499905,0.00768553501958,-0.0477048951989,0.998804711012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000189727207669,0.000164699772054,0.000186232180105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00232274590709,0.00131555509378,9.80680928224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213373906307935,0,1317213373906307935,imu_link,-0.00737005392301,0.00768117889702,-0.0476624859163,0.99880677272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.34674908212e-05,0.00016847413733,0.000699085743246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00114813050524,-0.00710391770279,9.81002713998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213374016336917,0,1317213374016336917,imu_link,-0.00738376860815,0.0076888015581,-0.0477217509016,0.998803782924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000636746642708,0.000306313645289,-0.00083445864011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00341453489422,-0.000934028551009,9.80772724417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213374116525888,0,1317213374116525888,imu_link,-0.00734446859578,0.0076690887259,-0.0476812520008,0.998806158405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000387922179493,-8.73729598828e-06,0.000314498980265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00312040759955,-0.00267991927361,9.81091902058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213374216381072,0,1317213374216381072,imu_link,-0.00733141257343,0.00767904610153,-0.0476902527976,0.998805748096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000555820502747,0.00015082562353,-0.000102297876046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00396427633904,-0.000370071995273,9.80877981259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213374326384067,0,1317213374326384067,imu_link,-0.00733127846033,0.00766482826009,-0.04766490332,0.998807068335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000190098798611,-0.000271136077104,0.000630490795966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033574179064,-0.00534917411921,9.80944411731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213374426398038,0,1317213374426398038,imu_link,-0.00730929029072,0.00767048937383,-0.0476914844287,0.998805917174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000360287751027,-0.000216328706008,0.000118401839493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000975643667665,-0.00362705598543,9.80946446424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213374526391029,0,1317213374526391029,imu_link,-0.00730845710343,0.00768605848366,-0.0477033459706,0.998805237142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000247978144859,0.00039152192645,-0.000275130742685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000306379414272,-0.000230222362536,9.80924220818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317213374636455059,0,1317213374636455059,imu_link,-0.00730613265183,0.00765951464918,-0.0477160700512,0.998804850269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76506443959e-05,-0.00040077033003,-0.000254096545618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013917948823,-0.00622046396713,9.80790286926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
